"filename", "language", "Ignore", "TypeScript", "JSON", "JSON with Comments", "YAML", "Markdown", "Shell Script", "Docker", "TypeScript JSX", "PostCSS", "HTML", "PowerShell", "JavaScript", "MS SQL", "Rust", "WebAssembly Text Format", "XML", "comment", "blank", "total"
"c:\Users\chris\Desktop\sandbox\apps\docs\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 2, 22, 231
"c:\Users\chris\Desktop\sandbox\apps\docs\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 48
"c:\Users\chris\Desktop\sandbox\apps\docs\app\nodes\reference\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\chris\Desktop\sandbox\apps\docs\app\robots.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\apps\docs\app\sitemap.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\apps\docs\components\DocsNavigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37
"c:\Users\chris\Desktop\sandbox\apps\docs\components\Search.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 140
"c:\Users\chris\Desktop\sandbox\apps\docs\generated\nodes.json", "JSON", 0, 0, 789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 790
"c:\Users\chris\Desktop\sandbox\apps\docs\lib\content.ts", "TypeScript", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 108
"c:\Users\chris\Desktop\sandbox\apps\docs\lib\expanded-content.ts", "TypeScript", 0, 954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 967
"c:\Users\chris\Desktop\sandbox\apps\docs\lib\openapi.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33
"c:\Users\chris\Desktop\sandbox\apps\docs\next-env.d.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 8
"c:\Users\chris\Desktop\sandbox\apps\docs\next.config.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\chris\Desktop\sandbox\apps\docs\package.json", "JSON", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\chris\Desktop\sandbox\apps\docs\tsconfig.json", "JSON with Comments", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"c:\Users\chris\Desktop\sandbox\apps\marketing\AGENTS.md", "Markdown", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 10
"c:\Users\chris\Desktop\sandbox\apps\marketing\CLAUDE.md", "Markdown", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\apps\marketing\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 38
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\HeroExperience.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 430, 0, 0, 0, 0, 0, 0, 0, 0, 68, 498
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\HeroExperience.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 194
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\SiteFooter.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 33, 244
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\SiteFooter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\SiteHeader.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 491, 0, 0, 0, 0, 0, 0, 0, 0, 74, 565
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\SiteHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 428
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\WorkflowDemo.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 17, 196
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\WorkflowDemo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 142
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\api\forms\route.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\changelog\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\contact\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\developers\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\downloads\DownloadsClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 57
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\downloads\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\enterprise\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 3, 4, 41
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\home.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1159, 0, 0, 0, 0, 0, 0, 0, 0, 209, 1368
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\integrations\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\legal\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\legal\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\marketplace\[pluginId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\marketplace\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 239
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\pricing\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\product\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\robots.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\security\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\sitemap.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\solutions\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\solutions\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\support\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 63
"c:\Users\chris\Desktop\sandbox\apps\marketing\app\templates\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\chris\Desktop\sandbox\apps\marketing\components\ProductCapabilityExplorer.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 47, 332
"c:\Users\chris\Desktop\sandbox\apps\marketing\components\ProductCapabilityExplorer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 120
"c:\Users\chris\Desktop\sandbox\apps\marketing\components\ProductHeroes.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2756, 0, 0, 0, 0, 0, 0, 0, 6, 478, 3240
"c:\Users\chris\Desktop\sandbox\apps\marketing\components\ProductHeroes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 398
"c:\Users\chris\Desktop\sandbox\apps\marketing\components\ProductPageBodies.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1115, 0, 0, 0, 0, 0, 0, 0, 8, 165, 1288
"c:\Users\chris\Desktop\sandbox\apps\marketing\components\ProductPageBodies.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 361
"c:\Users\chris\Desktop\sandbox\apps\marketing\components\ProductPageView.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\chris\Desktop\sandbox\apps\marketing\components\ProductPageView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37
"c:\Users\chris\Desktop\sandbox\apps\marketing\instrumentation.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\chris\Desktop\sandbox\apps\marketing\lib\release-manifest.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\Users\chris\Desktop\sandbox\apps\marketing\next-env.d.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 8
"c:\Users\chris\Desktop\sandbox\apps\marketing\next.config.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\chris\Desktop\sandbox\apps\marketing\package.json", "JSON", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\chris\Desktop\sandbox\apps\marketing\tsconfig.json", "JSON with Comments", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"c:\Users\chris\Desktop\sandbox\apps\web\AGENTS.md", "Markdown", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 10
"c:\Users\chris\Desktop\sandbox\apps\web\CLAUDE.md", "Markdown", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\apps\web\app\ScimTokenForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\chris\Desktop\sandbox\apps\web\app\[section]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1124
"c:\Users\chris\Desktop\sandbox\apps\web\app\actions.ts", "TypeScript", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 162
"c:\Users\chris\Desktop\sandbox\apps\web\app\api\account\export\route.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\chris\Desktop\sandbox\apps\web\app\auth\callback\route.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\chris\Desktop\sandbox\apps\web\app\auth\start\route.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\chris\Desktop\sandbox\apps\web\app\billing\billing.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\apps\web\app\billing\checkout\route.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\chris\Desktop\sandbox\apps\web\app\billing\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\chris\Desktop\sandbox\apps\web\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 522, 0, 0, 0, 0, 0, 0, 0, 2, 4, 528
"c:\Users\chris\Desktop\sandbox\apps\web\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\Users\chris\Desktop\sandbox\apps\web\app\marketplace\[pluginId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 156
"c:\Users\chris\Desktop\sandbox\apps\web\app\marketplace\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 211
"c:\Users\chris\Desktop\sandbox\apps\web\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"c:\Users\chris\Desktop\sandbox\apps\web\app\sign-in\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\chris\Desktop\sandbox\apps\web\lib\auth.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\chris\Desktop\sandbox\apps\web\lib\control-plane.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Users\chris\Desktop\sandbox\apps\web\next-env.d.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 8
"c:\Users\chris\Desktop\sandbox\apps\web\next.config.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\chris\Desktop\sandbox\apps\web\package.json", "JSON", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\chris\Desktop\sandbox\apps\web\proxy.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 33
"c:\Users\chris\Desktop\sandbox\apps\web\tsconfig.json", "JSON with Comments", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"c:\Users\chris\Desktop\sandbox\browser-sidecar\package-lock.json", "JSON", 0, 0, 1725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1726
"c:\Users\chris\Desktop\sandbox\browser-sidecar\package.json", "JSON", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\chris\Desktop\sandbox\browser-sidecar\src\locator.test.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\Users\chris\Desktop\sandbox\browser-sidecar\src\locator.ts", "TypeScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57
"c:\Users\chris\Desktop\sandbox\browser-sidecar\src\protocol.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\Users\chris\Desktop\sandbox\browser-sidecar\src\recorder.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\chris\Desktop\sandbox\browser-sidecar\src\server.test.ts", "TypeScript", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 97
"c:\Users\chris\Desktop\sandbox\browser-sidecar\src\server.ts", "TypeScript", 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 323
"c:\Users\chris\Desktop\sandbox\browser-sidecar\src\types.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"c:\Users\chris\Desktop\sandbox\browser-sidecar\tsconfig.json", "JSON with Comments", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\chris\Desktop\sandbox\browser-sidecar\vitest.config.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\chris\Desktop\sandbox\deploy\digitalocean\DEPLOYMENT-GUIDE.md", "Markdown", 0, 0, 0, 0, 0, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 451
"c:\Users\chris\Desktop\sandbox\deploy\digitalocean\README.md", "Markdown", 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 126
"c:\Users\chris\Desktop\sandbox\deploy\digitalocean\bootstrap.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 49
"c:\Users\chris\Desktop\sandbox\deploy\digitalocean\compose.yml", "YAML", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 113
"c:\Users\chris\Desktop\sandbox\deploy\digitalocean\deploy.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 102
"c:\Users\chris\Desktop\sandbox\docs\accessibility-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 44
"c:\Users\chris\Desktop\sandbox\docs\api-policy-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 93
"c:\Users\chris\Desktop\sandbox\docs\api\openapi-v1.json", "JSON", 0, 0, 12167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12168
"c:\Users\chris\Desktop\sandbox\docs\architecture-v0.3.md", "Markdown", 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 171
"c:\Users\chris\Desktop\sandbox\docs\architecture-v0.4.md", "Markdown", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 68
"c:\Users\chris\Desktop\sandbox\docs\architecture-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 73
"c:\Users\chris\Desktop\sandbox\docs\execution-state-machine.md", "Markdown", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 47
"c:\Users\chris\Desktop\sandbox\docs\frontend-performance-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 30
